;Date;Q-P1;Q-P2;Q-P3;Q-P4
2027;08.01.2016;3137;3001;3993;1088
2028;09.01.2016;5765;2428;778;531
2029;10.01.2016;5821;2992;2611;551
2030;11.01.2016;5534;2355;3725;1332
2031;12.01.2016;7637;2791;1424;1381
2032;13.01.2016;7888;1104;4945;1625
2033;14.01.2016;3921;1540;3786;909
2034;15.01.2016;7985;1118;5727;386
2035;16.01.2016;4465;1313;3728;1227
2036;17.01.2016;5160;3413;1279;744
2037;18.01.2016;7149;1578;559;1606
2038;19.01.2016;793;3191;4102;1380
2039;20.01.2016;7008;3777;1942;1751
2040;21.01.2016;5928;3280;3031;1262
2041;22.01.2016;6052;575;864;1553
2042;23.01.2016;7898;3591;5526;1058
2043;24.01.2016;6054;2211;407;1465
2044;25.01.2016;5519;1513;3572;627
2045;26.01.2016;407;1712;2194;595
2046;27.01.2016;948;1013;4093;902
2047;28.01.2016;758;974;3216;1383
2048;29.01.2016;7473;1680;3538;1713
2049;30.01.2016;1300;2530;4030;785
2050;31.01.2016;5839;1562;5248;1609
2051;01.02.2016;467;1625;1880;1587
2052;02.02.2016;1060;3144;5817;680
2053;03.02.2016;2058;1883;5081;1672
2054;04.02.2016;7719;2457;553;855
2055;05.02.2016;4136;2683;3789;1293
2056;06.02.2016;6580;1492;591;878
2057;07.02.2016;4866;1487;5001;1968
2058;08.02.2016;1763;2608;738;1202
2059;09.02.2016;4891;1996;2984;459
2060;10.02.2016;6217;2134;2358;1262
2061;11.02.2016;6734;1328;3088;1848
2062;12.02.2016;898;3456;3449;806
2063;13.02.2016;6599;2841;3937;910
2064;14.02.2016;4115;1175;298;952
2065;15.02.2016;370;3634;5343;464
2066;16.02.2016;6166;865;4269;1858
2067;17.02.2016;7214;1708;2304;1262
2068;18.02.2016;5177;3638;1396;666
2069;19.02.2016;3268;3419;4002;294
2070;20.02.2016;7580;1489;4343;1576
2071;21.02.2016;6677;642;5454;1683
2072;22.02.2016;7183;3760;3984;1552
2073;23.02.2016;2177;1700;2491;601
2074;24.02.2016;5806;2217;2047;1338
2075;25.02.2016;3494;1360;645;1252
2076;26.02.2016;3988;1947;4178;1507
2077;27.02.2016;5112;3554;2930;1861
2078;01.03.2016;1558;2531;1553;1578
2079;02.03.2016;5940;1454;640;1394
2080;03.03.2016;3282;3156;5584;1661
2081;04.03.2016;6269;3267;1798;1377
2082;05.03.2016;6292;3765;1037;1126
2083;06.03.2016;4127;2805;4628;1126
2084;07.03.2016;7241;2711;1476;579
2085;08.03.2016;5146;2041;2756;1068
2086;09.03.2016;699;2016;3331;806
2087;10.03.2016;1089;806;1864;1610
2088;11.03.2016;7936;3899;2879;940
2089;12.03.2016;2269;3690;1316;1294
2090;13.03.2016;4619;2398;2242;1650
2091;14.03.2016;7269;3548;3436;1128
2092;15.03.2016;6847;2420;4156;646
2093;16.03.2016;7093;3720;2644;761
2094;17.03.2016;1690;282;4235;1388
2095;18.03.2016;711;2671;1781;1486
2096;19.03.2016;2246;776;2692;705
2097;20.03.2016;429;2904;3457;275
2098;21.03.2016;1595;1996;5767;1364
2099;22.03.2016;3756;801;4671;1317
2100;23.03.2016;5164;802;2269;725
2101;24.03.2016;3458;1973;3589;1895
2102;25.03.2016;4147;2243;5848;1074
2103;26.03.2016;1358;3706;272;1143
2104;27.03.2016;2073;2034;1563;1411
2105;28.03.2016;5593;3009;4021;1519
2106;29.03.2016;4558;1443;3659;1665
2107;30.03.2016;3716;2895;4611;1710
2108;31.03.2016;7825;3908;396;884
2109;01.04.2016;5180;1078;5790;1643
2110;02.04.2016;1445;799;2295;460
2111;03.04.2016;5547;863;5164;1989
2112;04.04.2016;7246;1728;1782;1663
2113;05.04.2016;6915;2455;1157;1338
2114;06.04.2016;5738;279;2723;336
2115;07.04.2016;2343;1430;368;650
2116;08.04.2016;6380;3604;3799;556
2117;09.04.2016;5453;2911;3616;473
2118;10.04.2016;6201;544;4323;512
2119;11.04.2016;4364;2073;3917;1350
2120;12.04.2016;1985;1984;2421;1486
2121;13.04.2016;4516;3927;3259;513
2122;14.04.2016;5081;1113;1522;1838
2123;15.04.2016;4794;2659;447;1914
2124;16.04.2016;1887;3924;3432;802
2125;17.04.2016;6847;819;4536;1457
2126;18.04.2016;1898;1333;4552;1700
2127;19.04.2016;1472;1486;2227;268
2128;20.04.2016;314;3953;2773;1890
2129;21.04.2016;6860;2296;3945;451
2130;22.04.2016;2165;506;2001;1290
2131;23.04.2016;3724;1903;5856;465
2132;24.04.2016;5325;612;2532;1445
2133;25.04.2016;4833;3579;1137;1117
2134;26.04.2016;7962;1879;3572;634
2135;27.04.2016;4712;3795;4364;254
2136;28.04.2016;6288;3910;4776;918
2137;29.04.2016;6984;1910;4405;1086
2138;30.04.2016;2065;3024;5021;801
2139;01.05.2016;2630;2299;1630;869
2140;02.05.2016;1095;3096;5770;1158
2141;03.05.2016;1683;1655;4672;1344
2142;04.05.2016;3651;3265;4360;1087
2143;05.05.2016;1868;1112;5570;945
2144;06.05.2016;1577;276;4487;1662
2145;07.05.2016;5609;745;359;1423
2146;08.05.2016;6627;3087;456;1245
2147;09.05.2016;4502;914;3442;543
2148;10.05.2016;6888;3112;5500;253
2149;11.05.2016;5321;3614;4575;1135
2150;12.05.2016;6356;1715;2958;738
2151;13.05.2016;2946;2397;5210;307
2152;14.05.2016;3075;2540;491;1457
2153;15.05.2016;5442;2229;2104;1661
2154;16.05.2016;3771;1061;4672;1155
2155;17.05.2016;1562;2984;3389;553
2156;18.05.2016;6717;1244;4883;1576
2157;19.05.2016;385;2036;5897;514
2158;20.05.2016;7857;646;4324;1828
2159;21.05.2016;5395;1516;5598;774
2160;22.05.2016;2184;3523;2306;1440
2161;23.05.2016;3897;1414;4776;1074
2162;24.05.2016;3199;2677;2275;1839
2163;25.05.2016;7678;3525;1776;1382
2164;26.05.2016;5113;2677;5786;641
2165;27.05.2016;4763;2492;3901;1120
2166;28.05.2016;5703;837;4892;782
2167;29.05.2016;4967;2397;3366;827
2168;30.05.2016;6740;2408;1533;700
2169;31.05.2016;6500;283;1853;1118
2170;01.06.2016;399;871;4982;1587
2171;02.06.2016;1042;726;414;965
2172;03.06.2016;4335;2421;5333;1438
2173;04.06.2016;5243;1450;5484;580
2174;05.06.2016;6550;1302;1057;1769
2175;06.06.2016;6524;3937;2964;1944
2176;07.06.2016;2424;3260;5076;1083
2177;08.06.2016;3511;3528;1891;1381
2178;09.06.2016;6409;2664;3571;621
2179;10.06.2016;4519;3629;1371;456
2180;11.06.2016;647;1214;3971;849
2181;12.06.2016;2126;960;4162;815
2182;13.06.2016;575;1041;3131;1311
2183;14.06.2016;1255;2701;3497;1137
2184;15.06.2016;4542;607;2928;644
2185;16.06.2016;7118;522;351;939
2186;17.06.2016;5859;1355;801;826
2187;18.06.2016;3537;459;2534;503
2188;19.06.2016;3504;2338;2396;344
2189;20.06.2016;6730;1669;3703;840
2190;21.06.2016;7734;2693;2679;459
2191;22.06.2016;3668;366;3783;686
2192;23.06.2016;3186;2743;4226;470
2193;24.06.2016;2965;2652;1034;1532
2194;25.06.2016;7866;2774;4616;1300
2195;26.06.2016;1068;2204;5467;942
2196;27.06.2016;7090;3970;961;512
2197;28.06.2016;5523;3860;351;1272
2198;29.06.2016;7530;696;3976;1993
2199;30.06.2016;5343;2667;5331;1824
2200;01.07.2016;3028;965;4542;806
2201;02.07.2016;6502;2268;4375;966
2202;03.07.2016;3603;2185;729;1166
2203;04.07.2016;4675;3772;4710;1672
2204;05.07.2016;254;1073;682;1391
2205;06.07.2016;7392;2106;1706;1381
2206;07.07.2016;2684;3044;4316;556
2207;08.07.2016;3779;1188;4994;447
2208;09.07.2016;573;604;4638;1662
2209;10.07.2016;5420;2573;1350;637
2210;11.07.2016;429;1060;5855;1891
2211;12.07.2016;7350;442;449;1015
2212;13.07.2016;5397;2715;802;1526
2213;14.07.2016;1628;334;2465;329
2214;15.07.2016;3483;3475;2152;1507
2215;16.07.2016;2300;1651;2731;555
2216;17.07.2016;379;592;2627;1864
2217;18.07.2016;5422;810;2865;253
2218;19.07.2016;7492;597;5673;623
2219;20.07.2016;3184;1471;764;714
2220;21.07.2016;1228;3373;4829;732
2221;22.07.2016;3793;1284;5267;1201
2222;23.07.2016;7812;2986;2225;1179
2223;24.07.2016;7287;3667;4412;683
2224;25.07.2016;6167;2093;3556;600
2225;26.07.2016;514;2832;2678;1748
2226;27.07.2016;5725;3717;1224;1474
2227;28.07.2016;624;2645;1600;473
2228;29.07.2016;7805;2159;1763;819
2229;30.07.2016;724;1925;4924;1027
2230;31.07.2016;637;1618;844;1744
2231;01.08.2016;5722;947;3302;921
2232;02.08.2016;6845;2374;4150;804
2233;03.08.2016;2512;3598;5929;1253
2234;04.08.2016;3623;2656;3577;635
2235;05.08.2016;859;1535;4756;1779
2236;06.08.2016;3945;583;423;906
2237;07.08.2016;2584;2634;4517;438
2238;08.08.2016;3602;2997;4601;1973
2239;09.08.2016;5317;1905;5186;780
2240;10.08.2016;4500;3305;5910;1276
2241;11.08.2016;3814;3448;1212;1567
2242;12.08.2016;7747;457;2411;1532
2243;13.08.2016;6579;2293;4075;1418
2244;14.08.2016;7488;3872;1353;1947
2245;15.08.2016;2648;312;1238;1652
2246;16.08.2016;5990;3869;1596;834
2247;17.08.2016;4463;2105;799;1601
2248;18.08.2016;5146;650;3451;347
2249;19.08.2016;593;930;3805;1249
2250;20.08.2016;7979;2943;1147;1715
2251;21.08.2016;6127;597;4928;956
2252;22.08.2016;6493;3392;836;401
2253;23.08.2016;1516;956;5083;1978
2254;24.08.2016;2471;2880;2119;1201
2255;25.08.2016;3991;1651;958;1520
2256;26.08.2016;668;3679;3033;1252
2257;27.08.2016;3527;3356;5348;1534
2258;28.08.2016;537;3802;4315;794
2259;29.08.2016;5032;1519;5801;1613
2260;31.08.2016;7653;1378;5327;358
2261;01.09.2016;4061;1634;4173;1631
2262;02.09.2016;3611;3389;5605;1475
2263;03.09.2016;3818;1955;2216;560
2264;04.09.2016;4308;584;4284;479
2265;05.09.2016;7726;3971;502;1291
2266;06.09.2016;1164;2501;4091;1593
2267;07.09.2016;951;3717;5879;1701
2268;08.09.2016;6552;1667;808;1166
2269;09.09.2016;732;354;5845;1480
2270;10.09.2016;3246;1705;2443;1380
2271;11.09.2016;5250;716;4234;803
2272;12.09.2016;5496;3572;428;1681
2273;13.09.2016;5260;1059;2117;1916
2274;14.09.2016;2398;3891;4634;1125
2275;15.09.2016;2520;3995;2036;400
2276;16.09.2016;6814;1342;464;253
2277;17.09.2016;3152;2394;3952;660
2278;18.09.2016;4200;1800;4816;560
2279;19.09.2016;5110;3307;1708;1471
2280;20.09.2016;2515;3798;1971;400
2281;21.09.2016;4385;1687;2148;486
2282;22.09.2016;1661;2689;558;568
2283;23.09.2016;1161;1633;4562;1634
2284;24.09.2016;3903;2929;1546;1989
2285;25.09.2016;3248;1594;2211;1153
2286;26.09.2016;1713;435;751;741
2287;27.09.2016;828;1411;595;355
2288;28.09.2016;775;3572;581;1910
2289;29.09.2016;3794;3166;657;395
2290;30.09.2016;1496;2960;5491;1346
2291;31-9-2016;7891;741;2280;1068
2292;01.10.2016;688;1000;3169;1460
2293;02.10.2016;4720;3583;2766;1275
2294;03.10.2016;6389;2834;1792;604
2295;04.10.2016;4710;2984;856;1829
2296;05.10.2016;4718;3983;5502;739
2297;06.10.2016;7890;851;5129;1237
2298;07.10.2016;6223;1237;5016;1234
2299;08.10.2016;1171;3333;4976;1801
2300;09.10.2016;4365;2354;4786;611
2301;10.10.2016;4517;698;3215;490
2302;11.10.2016;3968;2288;2973;1835
2303;12.10.2016;7081;3222;983;1770
2304;13.10.2016;1058;3450;1653;515
2305;14.10.2016;6565;642;4151;936
2306;15.10.2016;2348;1974;3405;274
2307;16.10.2016;3151;667;2420;1511
2308;17.10.2016;1015;1995;1272;387
2309;18.10.2016;670;1641;5074;1942
2310;19.10.2016;3222;559;4903;542
2311;20.10.2016;3962;348;4050;690
2312;21.10.2016;3028;2830;2013;260
2313;22.10.2016;3961;2621;1555;1903
2314;23.10.2016;1829;3452;2300;1148
2315;24.10.2016;6009;3261;515;1292
2316;25.10.2016;1163;2127;1522;988
2317;26.10.2016;2308;3832;3304;760
2318;27.10.2016;6864;3146;4267;1942
2319;28.10.2016;6617;2280;2261;1549
2320;29.10.2016;4018;2068;4079;790
2321;30.10.2016;902;2024;953;1678
2322;01.11.2016;3125;2582;406;648
2323;02.11.2016;2390;2817;1793;707
2324;03.11.2016;2348;618;1912;1004
2325;04.11.2016;3857;353;5416;1524
2326;05.11.2016;6250;923;5975;1593
2327;06.11.2016;2844;3721;2371;1573
2328;07.11.2016;1898;2737;2257;1894
2329;08.11.2016;1374;3429;988;1873
2330;09.11.2016;2369;2378;2358;1388
2331;10.11.2016;3146;3986;4910;1163
2332;11.11.2016;3111;3198;1388;1400
2333;12.11.2016;3241;2679;4723;687
2334;13.11.2016;809;2846;3093;489
2335;14.11.2016;3162;599;512;253
2336;15.11.2016;5461;790;4408;1946
2337;16.11.2016;5909;413;2747;1204
2338;17.11.2016;4379;3508;4517;1234
2339;18.11.2016;2296;1508;963;1748
2340;19.11.2016;5871;754;4962;275
2341;20.11.2016;2742;3692;4350;1461
2342;21.11.2016;4476;1091;4240;1776
2343;22.11.2016;4201;3747;1135;1411
2344;23.11.2016;4949;2156;1368;371
2345;24.11.2016;6578;445;2669;1127
2346;25.11.2016;4085;3269;334;960
2347;26.11.2016;4844;309;1662;1303
2348;27.11.2016;4814;3074;4025;1637
2349;28.11.2016;2077;1601;4732;778
2350;29.11.2016;646;629;5853;740
2351;30.11.2016;4850;3816;5506;1172
2352;31-11-2016;2457;3144;533;1184
2353;01.12.2016;815;1082;5228;544
2354;02.12.2016;6866;2226;5550;436
2355;03.12.2016;3415;3470;2646;1694
2356;04.12.2016;1826;3466;2009;592
2357;05.12.2016;633;1694;4638;1560
2358;06.12.2016;307;1964;1083;458
2359;07.12.2016;5787;2692;1692;1872
2360;08.12.2016;6802;3001;1408;1698
2361;09.12.2016;4899;1642;4317;1116
2362;10.12.2016;6474;1423;798;1990
2363;11.12.2016;6497;3067;1367;1097
2364;12.12.2016;4514;501;1422;440
2365;13.12.2016;2838;633;4171;1626
2366;14.12.2016;1518;1492;903;1424
2367;15.12.2016;6276;3297;2452;1609
2368;16.12.2016;4653;2114;3869;870
2369;17.12.2016;4094;769;2336;802
2370;18.12.2016;2593;2698;3642;1667
2371;19.12.2016;833;3132;1384;1134
2372;20.12.2016;6775;2931;4695;1640
2373;21.12.2016;5480;876;2038;731
2374;22.12.2016;6744;3069;560;1283
2375;23.12.2016;5080;3814;2500;892
2376;24.12.2016;3403;2168;3464;329
2377;25.12.2016;7277;3223;1090;1170
2378;26.12.2016;5882;3977;3649;311
2379;27.12.2016;7509;1680;487;1017
2380;28.12.2016;4696;1315;5914;1798
2381;29.12.2016;3335;629;4381;1772
2382;30.12.2016;5391;1786;5678;1238
2383;01.01.2017;3016;1114;1911;538
2384;02.01.2017;2554;1816;5295;827
2385;03.01.2017;4537;2589;3430;659
2386;04.01.2017;6337;958;3245;1306
2387;05.01.2017;5060;3394;3810;1485
2388;06.01.2017;7837;2404;2399;975
2389;07.01.2017;3544;1507;3841;624
2390;08.01.2017;1570;2166;4280;802
2391;09.01.2017;4928;2285;1793;1705
2392;10.01.2017;5264;3565;4623;873
2393;11.01.2017;6138;1653;1271;682
2394;12.01.2017;7919;1880;5802;1065
2395;13.01.2017;1142;3259;5839;968
2396;14.01.2017;1684;2419;5674;1380
2397;15.01.2017;2182;3414;3874;1549
2398;16.01.2017;5975;3366;4019;1663
2399;17.01.2017;3884;1738;1850;1547
2400;18.01.2017;324;1948;4185;860
2401;19.01.2017;752;3412;3927;1503
2402;20.01.2017;5686;1429;3598;265
2403;21.01.2017;4092;2134;3709;1692
2404;22.01.2017;4988;1376;2346;1159
2405;23.01.2017;5805;3890;4541;646
2406;24.01.2017;1177;3269;1386;491
2407;25.01.2017;7191;1232;4155;327
2408;26.01.2017;2623;3341;1132;686
2409;27.01.2017;3623;2887;2568;980
2410;28.01.2017;5876;1638;5728;1347
2411;29.01.2017;797;687;1284;1782
2412;30.01.2017;4860;709;2814;1613
2413;31.01.2017;1618;1589;3200;1319
2414;01.02.2017;720;2116;2558;777
2415;02.02.2017;584;939;3151;1239
2416;03.02.2017;5783;1778;3740;959
2417;04.02.2017;5448;2687;514;499
2418;05.02.2017;7369;2993;5869;1370
2419;06.02.2017;2300;1573;4101;1343
2420;07.02.2017;2496;2422;4276;1255
2421;08.02.2017;7753;2180;2143;1177
2422;09.02.2017;752;454;5027;1133
2423;10.02.2017;6033;3637;2166;997
2424;11.02.2017;7263;1817;591;1331
2425;12.02.2017;2584;738;2053;1641
2426;13.02.2017;1245;1913;2437;1247
2427;14.02.2017;1546;3181;3709;1572
2428;15.02.2017;2451;1931;4116;465
2429;16.02.2017;1039;2016;3996;1259
2430;17.02.2017;3011;2599;791;613
2431;18.02.2017;7071;1313;1733;381
2432;19.02.2017;4540;3846;3302;268
2433;20.02.2017;2904;2194;2590;428
2434;21.02.2017;7912;2639;4286;1511
2435;22.02.2017;4749;1530;3310;580
2436;23.02.2017;3736;860;4351;1578
2437;24.02.2017;2607;2692;5015;890
2438;25.02.2017;3715;1796;1088;1718
2439;26.02.2017;4270;586;1674;466
2440;27.02.2017;2442;3192;3783;1585
2441;28.02.2017;924;999;3796;868
2442;01.03.2017;5063;1001;5501;1750
2443;02.03.2017;5720;1515;5023;1703
2444;03.03.2017;1649;1497;2528;1173
2445;04.03.2017;3498;1449;3860;1750
2446;05.03.2017;2326;3052;317;469
2447;06.03.2017;6177;3058;560;1584
2448;07.03.2017;720;2136;463;427
2449;08.03.2017;6046;3616;4290;1597
2450;09.03.2017;989;2702;1913;667
2451;10.03.2017;2372;2851;1921;1630
2452;11.03.2017;1004;2614;4722;1412
2453;12.03.2017;3699;2763;5481;412
2454;13.03.2017;7174;1581;541;811
2455;14.03.2017;2903;2125;3566;311
2456;15.03.2017;2695;1501;2240;1772
2457;16.03.2017;5412;2890;2673;697
2458;17.03.2017;2022;1748;782;1502
2459;18.03.2017;7456;1322;3010;775
2460;19.03.2017;616;1454;4560;1533
2461;20.03.2017;6173;1714;4401;307
2462;21.03.2017;1034;2116;3208;1119
2463;22.03.2017;5464;1812;2403;288
2464;23.03.2017;2404;1784;2391;1234
2465;24.03.2017;2358;479;1378;991
2466;25.03.2017;3714;2265;642;1171
2467;26.03.2017;7766;3499;3046;1964
2468;27.03.2017;933;2868;4176;1553
2469;28.03.2017;2269;3654;3386;1932
2470;29.03.2017;404;3350;1683;1562
2471;30.03.2017;7021;3239;1358;305
2472;31.03.2017;450;2326;3917;657
2473;01.04.2017;487;2954;3305;353
2474;02.04.2017;4835;283;2388;1238
2475;03.04.2017;4008;3570;5349;1800
2476;04.04.2017;3258;2236;3443;870
2477;05.04.2017;6982;1908;2354;939
2478;06.04.2017;6368;1607;5454;1498
2479;07.04.2017;4148;1709;1916;1663
2480;08.04.2017;722;3134;418;1460
2481;09.04.2017;527;3137;4106;1509
2482;10.04.2017;7451;405;5610;881
2483;11.04.2017;2317;2405;3943;608
2484;12.04.2017;1801;3781;916;1359
2485;13.04.2017;5571;2241;4321;488
2486;14.04.2017;3375;1849;3915;1489
2487;15.04.2017;5932;3636;1901;1730
2488;16.04.2017;2466;934;3099;585
2489;17.04.2017;7640;1754;5479;1794
2490;18.04.2017;5478;2127;4845;347
2491;19.04.2017;4348;3810;4342;638
2492;20.04.2017;4563;1374;4584;546
2493;21.04.2017;3159;2952;3230;1636
2494;22.04.2017;5254;1038;4675;454
2495;23.04.2017;4899;664;5613;1293
2496;24.04.2017;2995;953;4524;1749
2497;25.04.2017;3334;633;1899;438
2498;26.04.2017;3167;2130;2962;1536
2499;27.04.2017;1022;2327;2750;480
2500;28.04.2017;615;2333;4280;1738
2501;29.04.2017;2339;2548;2343;1831
2502;30.04.2017;7533;2369;2064;1223
2503;01.05.2017;2489;858;4336;1753
2504;02.05.2017;7823;2215;3425;1361
2505;03.05.2017;7293;3092;1421;805
2506;04.05.2017;2987;2633;3353;1300
2507;05.05.2017;7287;2213;4289;306
2508;06.05.2017;6812;1178;1901;425
2509;07.05.2017;1478;1878;3749;1677
2510;08.05.2017;3974;402;2396;1315
2511;09.05.2017;1726;977;2391;1431
2512;10.05.2017;2444;1521;1020;1432
2513;11.05.2017;2350;3303;1700;1075
2514;12.05.2017;4037;2710;4944;964
2515;13.05.2017;6509;2815;2223;1104
2516;14.05.2017;3638;2115;2239;1881
2517;15.05.2017;7878;638;1209;1612
2518;16.05.2017;4671;2149;3791;1919
2519;17.05.2017;2357;826;2671;669
2520;18.05.2017;5987;3720;4646;1629
2521;19.05.2017;2422;2517;1794;913
2522;20.05.2017;1089;1848;1548;1365
2523;21.05.2017;4516;1925;3982;595
2524;22.05.2017;4809;3179;3554;914
2525;23.05.2017;3061;620;5501;528
2526;24.05.2017;3331;1226;5793;527
2527;25.05.2017;2169;2502;4397;1621
2528;26.05.2017;4407;2421;5293;674
2529;27.05.2017;3143;3791;4175;587
2530;28.05.2017;2004;2685;2020;1551
2531;29.05.2017;6632;2635;277;869
2532;30.05.2017;6531;3970;2674;1990
2533;31.05.2017;5172;3767;2984;1113
2534;01.06.2017;2826;1974;5454;925
2535;02.06.2017;5331;2825;2252;847
2536;03.06.2017;1596;3975;4531;272
2537;04.06.2017;7724;756;5897;561
2538;05.06.2017;3735;3767;5534;728
2539;06.06.2017;1769;1196;733;1711
2540;07.06.2017;2208;2736;4716;1026
2541;08.06.2017;1788;881;416;990
2542;09.06.2017;4354;3986;294;1707
2543;10.06.2017;1029;1276;2557;1340
2544;11.06.2017;7848;466;3346;382
2545;12.06.2017;856;2941;3225;1977
2546;13.06.2017;5350;3229;2019;1619
2547;14.06.2017;5236;1297;5437;1135
2548;15.06.2017;2518;3901;5326;1572
2549;16.06.2017;5571;2856;2670;1480
2550;17.06.2017;527;341;1540;1519
2551;18.06.2017;6723;1215;2844;1104
2552;19.06.2017;3961;2707;5594;1011
2553;20.06.2017;3696;1214;2506;1793
2554;21.06.2017;2064;673;1223;1520
2555;22.06.2017;3408;3482;2257;1301
2556;23.06.2017;2781;2727;3189;1536
2557;24.06.2017;5278;1375;4961;912
2558;25.06.2017;6027;712;4560;443
2559;26.06.2017;7515;3202;2778;390
2560;27.06.2017;2965;3570;1012;1942
2561;28.06.2017;7160;1411;3628;492
2562;29.06.2017;5632;683;5504;586
2563;30.06.2017;3121;1603;2495;1618
2564;01.07.2017;1216;1238;5034;1885
2565;02.07.2017;5857;3056;5788;1736
2566;03.07.2017;5221;1846;769;1752
2567;04.07.2017;1145;2315;2096;1866
2568;05.07.2017;1153;1728;1874;1628
2569;06.07.2017;1077;1489;1299;1430
2570;07.07.2017;4957;648;5105;1283
2571;08.07.2017;4366;2694;484;1319
2572;09.07.2017;885;3664;740;1409
2573;10.07.2017;6493;2515;3373;996
2574;11.07.2017;6445;3250;4505;1804
2575;12.07.2017;6984;2856;2058;1454
2576;13.07.2017;4725;437;4640;534
2577;14.07.2017;3385;2828;5562;540
2578;15.07.2017;5907;2622;1802;918
2579;16.07.2017;4043;3009;3284;1488
2580;17.07.2017;4383;3508;2721;1407
2581;18.07.2017;2161;1203;4629;1247
2582;19.07.2017;1543;1079;5855;839
2583;20.07.2017;6005;3668;3360;999
2584;21.07.2017;7086;1348;1097;1061
2585;22.07.2017;7841;1118;1943;1683
2586;23.07.2017;1184;1911;1558;503
2587;24.07.2017;4779;398;2649;713
2588;25.07.2017;7806;3630;1282;445
2589;26.07.2017;1317;3340;5945;1234
2590;27.07.2017;682;3812;1647;1167
2591;28.07.2017;3245;1993;3159;1020
2592;29.07.2017;1983;2104;1705;1976
2593;30.07.2017;5420;3514;1205;1133
2594;31.07.2017;6242;294;5119;1764
2595;01.08.2017;4015;3920;4583;848
2596;02.08.2017;6034;3139;4450;1035
2597;03.08.2017;7358;3540;5822;1939
2598;04.08.2017;1858;3178;938;850
2599;05.08.2017;3781;3138;3263;338
2600;06.08.2017;5938;1746;1505;729
2601;07.08.2017;2986;3894;5643;1914
2602;08.08.2017;995;1735;5823;1159
2603;09.08.2017;6808;3125;2581;1612
2604;10.08.2017;3034;2999;5894;936
2605;11.08.2017;5646;2569;5737;1607
2606;12.08.2017;4229;1058;3944;930
2607;13.08.2017;4176;3510;493;1347
2608;14.08.2017;4478;415;1990;541
2609;15.08.2017;2643;2807;5533;1123
2610;16.08.2017;5057;328;1571;1771
2611;17.08.2017;6703;3901;1203;1967
2612;18.08.2017;4132;2349;5963;993
2613;19.08.2017;2288;3908;4114;1197
2614;20.08.2017;5351;1691;5816;1264
2615;21.08.2017;7777;3811;2924;1783
2616;22.08.2017;7176;2227;4245;295
2617;23.08.2017;4034;2444;2345;1803
2618;24.08.2017;620;459;2540;1510
2619;25.08.2017;4818;1235;2790;997
2620;26.08.2017;3581;2662;1340;1845
2621;27.08.2017;6900;2225;4073;1932
2622;28.08.2017;5973;3838;2578;1844
2623;29.08.2017;711;2662;5827;1481
2624;31.08.2017;2050;583;5744;646
2625;01.09.2017;2190;2224;3306;1798
2626;02.09.2017;6706;915;2701;1908
2627;03.09.2017;4374;3254;4312;1779
2628;04.09.2017;1066;2808;1278;1470
2629;05.09.2017;3300;2632;5565;1565
2630;06.09.2017;5399;3245;3231;1622
2631;07.09.2017;432;936;980;268
2632;08.09.2017;2234;2394;2677;1417
2633;09.09.2017;7340;746;5453;1392
2634;10.09.2017;2226;1313;670;1458
2635;11.09.2017;5764;1859;3393;1134
2636;12.09.2017;5735;3461;2979;1933
2637;13.09.2017;1997;2561;5508;1344
2638;14.09.2017;811;678;5889;1166
2639;15.09.2017;2181;2049;5116;1531
2640;16.09.2017;653;2218;3465;297
2641;17.09.2017;4868;667;4962;746
2642;18.09.2017;3628;1345;4502;1514
2643;19.09.2017;4334;1423;2132;1480
2644;20.09.2017;3220;2975;1398;1461
2645;21.09.2017;5734;1950;1781;1720
2646;22.09.2017;2503;573;1109;1664
2647;23.09.2017;4810;686;4319;1023
2648;24.09.2017;6401;616;1339;1289
2649;25.09.2017;1835;1975;2768;1841
2650;26.09.2017;3378;2215;2108;1288
2651;27.09.2017;7109;3422;5223;364
2652;28.09.2017;2124;1110;1357;655
2653;29.09.2017;1700;1711;4299;1777
2654;30.09.2017;7430;2566;2628;1970
2655;31-9-2017;3512;2851;4072;1597
2656;01.10.2017;7717;2620;4311;1104
2657;02.10.2017;5123;2431;897;1330
2658;03.10.2017;7459;2639;5249;1641
2659;04.10.2017;2964;3484;4267;1140
2660;05.10.2017;1682;2315;1610;815
2661;06.10.2017;3276;3641;3525;868
2662;07.10.2017;4454;1738;2412;1462
2663;08.10.2017;469;2454;5050;771
2664;09.10.2017;3269;3708;4852;287
2665;10.10.2017;3292;3084;947;695
2666;11.10.2017;1635;689;5712;1013
2667;12.10.2017;5604;2957;1274;1635
2668;13.10.2017;4252;3128;661;987
2669;14.10.2017;5130;2401;4070;1153
2670;15.10.2017;2867;662;3583;1381
2671;16.10.2017;5836;3429;3280;450
2672;17.10.2017;1970;2606;1028;1162
2673;18.10.2017;7720;1997;922;259
2674;19.10.2017;1096;3248;1415;1664
2675;20.10.2017;4810;634;329;1585
2676;21.10.2017;1417;2423;2294;1373
2677;22.10.2017;5809;2250;942;993
2678;23.10.2017;7906;2461;4668;325
2679;24.10.2017;3369;3819;3897;1117
2680;25.10.2017;4208;2096;632;1195
2681;26.10.2017;886;3893;1447;444
2682;27.10.2017;6653;2637;2557;421
2683;28.10.2017;6912;2278;5560;1771
2684;29.10.2017;4002;2749;4267;1228
2685;30.10.2017;7760;1489;3938;1204
